Timestamp,Timestamp (ESP32)
2025-10-10 06:13:19,2025-10-10 06:13:19
2025-10-10 06:13:24,2025-10-10 06:13:24
2025-10-10 06:13:29,2025-10-10 06:13:29
2025-10-10 06:13:34,2025-10-10 06:13:34
2025-10-10 06:13:39,2025-10-10 06:13:39
2025-10-10 06:13:44,2025-10-10 06:13:44
2025-10-10 06:13:50,2025-10-10 06:13:49
2025-10-10 06:13:55,2025-10-10 06:13:54
2025-10-10 06:14:00,2025-10-10 06:14:00
2025-10-10 06:14:05,2025-10-10 06:14:05
2025-10-10 06:14:10,2025-10-10 06:14:10
2025-10-10 06:14:15,2025-10-10 06:14:15
2025-10-10 06:14:20,2025-10-10 06:14:20
